Fold,Iteration,Self-Labeled Samples,New Oracle Samples,Used Budget,Total Labeled,Total Unlabeled,% Labeled,Accuracy,F1 Score,Precision,Recall
2,11,800,0,4400,10800,29200,27.00,45.25,0.4526,0.4580,0.4525
2,12,0,800,5200,11600,28400,29.00,45.25,0.4479,0.4560,0.4525
2,13,0,0,5200,12400,27600,31.00,47.00,0.4686,0.4733,0.4700
2,14,800,0,5200,13200,26800,33.00,47.00,0.4634,0.4715,0.4700
2,15,0,800,6000,14000,26000,35.00,47.00,0.4659,0.4741,0.4700
2,16,0,0,6000,14800,25200,37.00,46.00,0.4580,0.4612,0.4600
2,17,0,0,6000,15600,24400,39.00,47.50,0.4708,0.4876,0.4750
2,18,800,0,6000,16400,23600,41.00,46.75,0.4662,0.4730,0.4675
2,19,0,800,6800,17200,22800,43.00,48.50,0.4810,0.4857,0.4850
2,20,800,0,6800,18000,22000,45.00,46.75,0.4647,0.4717,0.4675
2,21,0,800,7600,18800,21200,47.00,49.00,0.4881,0.4980,0.4900
2,22,800,0,7600,19600,20400,49.00,50.00,0.4999,0.5087,0.5000
2,23,800,0,7600,20400,19600,51.00,49.50,0.4925,0.5056,0.4950
2,24,0,800,8400,21200,18800,53.00,49.75,0.4933,0.5000,0.4975
2,25,800,0,8400,22000,18000,55.00,46.75,0.4666,0.4828,0.4675
2,26,0,800,9200,22800,17200,57.00,48.75,0.4805,0.4885,0.4875
2,27,800,0,9200,23600,16400,59.00,49.50,0.4894,0.4884,0.4950
2,28,800,0,9200,24400,15600,61.00,49.25,0.4888,0.4955,0.4925
2,29,0,800,10000,25200,14800,63.00,49.75,0.4961,0.5087,0.4975
3,0,0,0,2000,2000,38000,5.00,38.00,0.3846,0.4040,0.3800
3,1,800,0,2000,2800,37200,7.00,44.00,0.4247,0.4430,0.4400
3,2,800,0,2000,3600,36400,9.00,43.00,0.4355,0.4614,0.4300
3,3,0,800,2800,4400,35600,11.00,45.25,0.4504,0.4584,0.4525
3,4,800,0,2800,5200,34800,13.00,48.00,0.4730,0.4781,0.4800
3,5,800,0,2800,6000,34000,15.00,47.00,0.4644,0.4835,0.4700
3,6,0,800,3600,6800,33200,17.00,47.25,0.4714,0.4856,0.4725
3,7,800,0,3600,7600,32400,19.00,48.50,0.4845,0.5016,0.4850
3,8,800,0,3600,8400,31600,21.00,49.00,0.4871,0.5099,0.4900
3,9,800,0,3600,9200,30800,23.00,47.50,0.4749,0.4960,0.4750
3,10,0,800,4400,10000,30000,25.00,50.25,0.4968,0.5051,0.5025
3,11,800,0,4400,10800,29200,27.00,48.75,0.4889,0.5005,0.4875
3,12,0,800,5200,11600,28400,29.00,49.25,0.4921,0.5039,0.4925
3,13,800,0,5200,12400,27600,31.00,48.50,0.4830,0.4915,0.4850
3,14,0,800,6000,13200,26800,33.00,50.00,0.4991,0.5102,0.5000
3,15,800,0,6000,14000,26000,35.00,52.50,0.5232,0.5335,0.5250
3,16,800,0,6000,14800,25200,37.00,50.00,0.4997,0.5126,0.5000
3,17,0,800,6800,15600,24400,39.00,51.00,0.5084,0.5141,0.5100
3,18,800,0,6800,16400,23600,41.00,49.50,0.4902,0.4924,0.4950
3,19,0,800,7600,17200,22800,43.00,49.00,0.4887,0.4967,0.4900
3,20,0,0,7600,18000,22000,45.00,51.50,0.5145,0.5183,0.5150
3,21,800,0,7600,18800,21200,47.00,54.75,0.5455,0.5477,0.5475
3,22,800,0,7600,19600,20400,49.00,54.50,0.5422,0.5503,0.5450
3,23,0,800,8400,20400,19600,51.00,55.25,0.5540,0.5679,0.5525
3,24,800,0,8400,21200,18800,53.00,52.00,0.5201,0.5304,0.5200
3,25,0,800,9200,22000,18000,55.00,52.75,0.5242,0.5299,0.5275
3,26,800,0,9200,22800,17200,57.00,52.25,0.5239,0.5327,0.5225
3,27,0,800,10000,23600,16400,59.00,54.75,0.5461,0.5528,0.5475
4,0,0,0,2000,2000,38000,5.00,41.25,0.4079,0.4211,0.4125
4,1,800,0,2000,2800,37200,7.00,41.50,0.4110,0.4174,0.4150
4,2,800,0,2000,3600,36400,9.00,47.50,0.4686,0.4700,0.4750
4,3,800,0,2000,4400,35600,11.00,46.00,0.4475,0.4472,0.4600
4,4,0,800,2800,5200,34800,13.00,45.75,0.4476,0.4503,0.4575
4,5,0,0,2800,6000,34000,15.00,47.25,0.4641,0.4741,0.4725
4,6,800,0,2800,6800,33200,17.00,50.75,0.4980,0.5021,0.5075
4,7,800,0,2800,7600,32400,19.00,48.75,0.4837,0.4856,0.4875
4,8,0,800,3600,8400,31600,21.00,51.25,0.5055,0.5052,0.5125
4,9,800,0,3600,9200,30800,23.00,51.75,0.5085,0.5133,0.5175
4,10,800,0,3600,10000,30000,25.00,49.50,0.4881,0.4900,0.4950
4,11,0,800,4400,10800,29200,27.00,52.75,0.5177,0.5249,0.5275
4,12,800,0,4400,11600,28400,29.00,51.75,0.5100,0.5160,0.5175
4,13,0,800,5200,12400,27600,31.00,51.00,0.5020,0.5043,0.5100
4,14,0,0,5200,13200,26800,33.00,50.00,0.4927,0.4949,0.5000
4,15,0,0,5200,14000,26000,35.00,50.75,0.4964,0.4983,0.5075
4,16,800,0,5200,14800,25200,37.00,52.25,0.5102,0.5134,0.5225
4,17,800,0,5200,15600,24400,39.00,51.75,0.5107,0.5095,0.5175
4,18,0,800,6000,16400,23600,41.00,55.75,0.5516,0.5579,0.5575
4,19,800,0,6000,17200,22800,43.00,53.00,0.5213,0.5202,0.5300
4,20,0,800,6800,18000,22000,45.00,54.00,0.5270,0.5302,0.5400
4,21,800,0,6800,18800,21200,47.00,54.75,0.5438,0.5493,0.5475
4,22,800,0,6800,19600,20400,49.00,56.50,0.5612,0.5634,0.5650
4,23,800,0,6800,20400,19600,51.00,56.25,0.5528,0.5556,0.5625
4,24,0,800,7600,21200,18800,53.00,55.25,0.5489,0.5488,0.5525
4,25,0,0,7600,22000,18000,55.00,55.25,0.5473,0.5482,0.5525
4,26,0,0,7600,22800,17200,57.00,59.00,0.5806,0.5819,0.5900
4,27,800,0,7600,23600,16400,59.00,57.00,0.5657,0.5658,0.5700
4,28,0,800,8400,24400,15600,61.00,58.00,0.5735,0.5741,0.5800
4,29,800,0,8400,25200,14800,63.00,55.75,0.5500,0.5487,0.5575
4,30,0,800,9200,26000,14000,65.00,56.50,0.5569,0.5579,0.5650
4,31,800,0,9200,26800,13200,67.00,55.25,0.5465,0.5486,0.5525
4,32,0,800,10000,27600,12400,69.00,54.50,0.5391,0.5371,0.5450
5,0,0,0,2000,2000,38000,5.00,36.00,0.3403,0.4080,0.3600
5,1,800,0,2000,2800,37200,7.00,39.50,0.3844,0.4238,0.3950
5,2,800,0,2000,3600,36400,9.00,35.25,0.3321,0.3713,0.3525
5,3,0,800,2800,4400,35600,11.00,42.75,0.4198,0.4429,0.4275
5,4,800,0,2800,5200,34800,13.00,41.50,0.4015,0.4543,0.4150
5,5,0,800,3600,6000,34000,15.00,48.50,0.4779,0.5070,0.4850
5,6,800,0,3600,6800,33200,17.00,46.00,0.4577,0.4996,0.4600
5,7,0,800,4400,7600,32400,19.00,49.25,0.4909,0.5212,0.4925
5,8,800,0,4400,8400,31600,21.00,49.00,0.4794,0.5013,0.4900
5,9,0,800,5200,9200,30800,23.00,49.25,0.4870,0.5019,0.4925
5,10,800,0,5200,10000,30000,25.00,49.50,0.4893,0.5080,0.4950
5,11,800,0,5200,10800,29200,27.00,50.75,0.4985,0.5129,0.5075
5,12,800,0,5200,11600,28400,29.00,50.75,0.5032,0.5257,0.5075
5,13,0,800,6000,12400,27600,31.00,47.75,0.4672,0.4855,0.4775
5,14,0,0,6000,13200,26800,33.00,51.75,0.5120,0.5310,0.5175
5,15,800,0,6000,14000,26000,35.00,52.50,0.5165,0.5364,0.5250
5,16,800,0,6000,14800,25200,37.00,55.25,0.5512,0.5692,0.5525
5,17,800,0,6000,15600,24400,39.00,54.00,0.5353,0.5559,0.5400
5,18,0,800,6800,16400,23600,41.00,54.25,0.5354,0.5487,0.5425
5,19,800,0,6800,17200,22800,43.00,53.50,0.5301,0.5419,0.5350
5,20,0,800,7600,18000,22000,45.00,53.25,0.5301,0.5480,0.5325
5,21,0,0,7600,18800,21200,47.00,52.75,0.5258,0.5387,0.5275
5,22,0,0,7600,19600,20400,49.00,52.50,0.5224,0.5392,0.5250
5,23,0,0,7600,20400,19600,51.00,52.75,0.5240,0.5352,0.5275
5,24,800,0,7600,21200,18800,53.00,52.50,0.5225,0.5457,0.5250
5,25,0,800,8400,22000,18000,55.00,54.75,0.5449,0.5580,0.5475
5,26,800,0,8400,22800,17200,57.00,54.00,0.5319,0.5576,0.5400
5,27,0,800,9200,23600,16400,59.00,53.00,0.5279,0.5454,0.5300
5,28,0,0,9200,24400,15600,61.00,53.25,0.5289,0.5535,0.5325
5,29,800,0,9200,25200,14800,63.00,55.50,0.5491,0.5618,0.5550
5,30,800,0,9200,26000,14000,65.00,53.00,0.5284,0.5544,0.5300
5,31,0,800,10000,26800,13200,67.00,53.00,0.5241,0.5374,0.5300
