Fold,Iteration,Self-Labeled Samples,New Oracle Samples,Used Budget,Total Labeled,Total Unlabeled,% Labeled,Accuracy,F1 Score,Precision,Recall
2,10,200,0,1300,2500,37500,6.25,37.00,0.3778,0.3997,0.3700
2,11,0,200,1500,2700,37300,6.75,39.00,0.3780,0.3774,0.3900
2,12,200,0,1500,2900,37100,7.25,43.00,0.4283,0.4447,0.4300
2,13,200,0,1500,3100,36900,7.75,42.00,0.4113,0.4313,0.4200
2,14,0,200,1700,3300,36700,8.25,49.00,0.4821,0.5105,0.4900
2,15,200,0,1700,3500,36500,8.75,45.00,0.4445,0.4470,0.4500
2,16,0,200,1900,3700,36300,9.25,45.00,0.4594,0.4911,0.4500
2,17,0,0,1900,3900,36100,9.75,46.00,0.4557,0.4638,0.4600
2,18,200,0,1900,4100,35900,10.25,41.00,0.4126,0.4340,0.4100
2,19,0,200,2100,4300,35700,10.75,49.00,0.4798,0.4913,0.4900
2,20,200,0,2100,4500,35500,11.25,48.00,0.4784,0.4965,0.4800
2,21,0,200,2300,4700,35300,11.75,43.00,0.4348,0.4603,0.4300
2,22,0,0,2300,4900,35100,12.25,49.00,0.4852,0.4955,0.4900
2,23,200,0,2300,5100,34900,12.75,47.00,0.4670,0.4985,0.4700
2,24,0,200,2500,5300,34700,13.25,41.00,0.4088,0.4400,0.4100
3,0,0,0,500,500,39500,1.25,31.00,0.3035,0.3157,0.3100
3,1,200,0,500,700,39300,1.75,38.00,0.3775,0.3946,0.3800
3,2,200,0,500,900,39100,2.25,38.00,0.3473,0.3655,0.3800
3,3,0,200,700,1100,38900,2.75,42.00,0.4239,0.4548,0.4200
3,4,200,0,700,1300,38700,3.25,45.00,0.4421,0.4647,0.4500
3,5,200,0,700,1500,38500,3.75,40.00,0.3901,0.4153,0.4000
3,6,0,200,900,1700,38300,4.25,49.00,0.4885,0.4999,0.4900
3,7,200,0,900,1900,38100,4.75,41.00,0.4075,0.4275,0.4100
3,8,0,200,1100,2100,37900,5.25,40.00,0.3857,0.3905,0.4000
3,9,0,0,1100,2300,37700,5.75,45.00,0.4331,0.4387,0.4500
3,10,200,0,1100,2500,37500,6.25,45.00,0.4471,0.4729,0.4500
3,11,0,200,1300,2700,37300,6.75,40.00,0.3882,0.4001,0.4000
3,12,0,0,1300,2900,37100,7.25,41.00,0.3864,0.3835,0.4100
3,13,200,0,1300,3100,36900,7.75,48.00,0.4781,0.5002,0.4800
3,14,200,0,1300,3300,36700,8.25,42.00,0.4160,0.4185,0.4200
3,15,0,200,1500,3500,36500,8.75,42.00,0.4167,0.4396,0.4200
3,16,0,0,1500,3700,36300,9.25,38.00,0.3720,0.4008,0.3800
3,17,0,0,1500,3900,36100,9.75,40.00,0.4124,0.4540,0.4000
3,18,200,0,1500,4100,35900,10.25,34.00,0.3250,0.3233,0.3400
3,19,0,200,1700,4300,35700,10.75,42.00,0.4117,0.4470,0.4200
3,20,200,0,1700,4500,35500,11.25,42.00,0.4000,0.4268,0.4200
3,21,0,200,1900,4700,35300,11.75,43.00,0.4272,0.4684,0.4300
3,22,200,0,1900,4900,35100,12.25,39.00,0.3798,0.4063,0.3900
3,23,0,200,2100,5100,34900,12.75,39.00,0.3879,0.4301,0.3900
3,24,0,0,2100,5300,34700,13.25,41.00,0.4086,0.4352,0.4100
3,25,200,0,2100,5500,34500,13.75,39.00,0.3797,0.3933,0.3900
3,26,0,200,2300,5700,34300,14.25,42.00,0.4160,0.4471,0.4200
3,27,200,0,2300,5900,34100,14.75,40.00,0.3905,0.4238,0.4000
3,28,0,200,2500,6100,33900,15.25,47.00,0.4653,0.4736,0.4700
4,0,0,0,500,500,39500,1.25,36.00,0.3518,0.3645,0.3600
4,1,200,0,500,700,39300,1.75,41.00,0.4144,0.4508,0.4100
4,2,200,0,500,900,39100,2.25,31.00,0.2972,0.3271,0.3100
4,3,0,200,700,1100,38900,2.75,37.00,0.3653,0.4478,0.3700
4,4,200,0,700,1300,38700,3.25,39.00,0.3727,0.4083,0.3900
4,5,200,0,700,1500,38500,3.75,36.00,0.3286,0.3135,0.3600
4,6,0,200,900,1700,38300,4.25,36.00,0.3338,0.3275,0.3600
4,7,0,0,900,1900,38100,4.75,39.00,0.3845,0.4663,0.3900
4,8,200,0,900,2100,37900,5.25,41.00,0.3916,0.4079,0.4100
4,9,200,0,900,2300,37700,5.75,39.00,0.3621,0.3955,0.3900
4,10,0,200,1100,2500,37500,6.25,44.00,0.4300,0.4664,0.4400
4,11,200,0,1100,2700,37300,6.75,40.00,0.3761,0.4023,0.4000
4,12,0,200,1300,2900,37100,7.25,40.00,0.3885,0.4266,0.4000
4,13,0,0,1300,3100,36900,7.75,44.00,0.4144,0.4325,0.4400
4,14,200,0,1300,3300,36700,8.25,45.00,0.4253,0.4603,0.4500
4,15,200,0,1300,3500,36500,8.75,39.00,0.3677,0.3819,0.3900
4,16,0,200,1500,3700,36300,9.25,42.00,0.3982,0.4247,0.4200
4,17,200,0,1500,3900,36100,9.75,38.00,0.3654,0.3839,0.3800
4,18,0,200,1700,4100,35900,10.25,44.00,0.4206,0.4420,0.4400
4,19,200,0,1700,4300,35700,10.75,45.00,0.4332,0.4576,0.4500
4,20,200,0,1700,4500,35500,11.25,38.00,0.3682,0.4757,0.3800
4,21,0,200,1900,4700,35300,11.75,41.00,0.3967,0.4223,0.4100
4,22,200,0,1900,4900,35100,12.25,39.00,0.3852,0.4132,0.3900
4,23,0,200,2100,5100,34900,12.75,41.00,0.3845,0.3822,0.4100
4,24,200,0,2100,5300,34700,13.25,38.00,0.3564,0.3650,0.3800
4,25,0,200,2300,5500,34500,13.75,35.00,0.3211,0.3378,0.3500
4,26,0,0,2300,5700,34300,14.25,40.00,0.3694,0.3787,0.4000
4,27,200,0,2300,5900,34100,14.75,35.00,0.3290,0.3378,0.3500
4,28,0,200,2500,6100,33900,15.25,37.00,0.3434,0.3610,0.3700
5,0,0,0,500,500,39500,1.25,33.00,0.3233,0.3521,0.3300
5,1,200,0,500,700,39300,1.75,29.00,0.2607,0.2736,0.2900
5,2,0,200,700,900,39100,2.25,37.00,0.3565,0.3686,0.3700
5,3,200,0,700,1100,38900,2.75,35.00,0.3329,0.3728,0.3500
5,4,0,200,900,1300,38700,3.25,34.00,0.3249,0.3600,0.3400
5,5,0,0,900,1500,38500,3.75,33.00,0.3147,0.3327,0.3300
5,6,0,0,900,1700,38300,4.25,34.00,0.3061,0.3276,0.3400
5,7,200,0,900,1900,38100,4.75,40.00,0.3829,0.4127,0.4000
5,8,200,0,900,2100,37900,5.25,36.00,0.3424,0.4096,0.3600
5,9,0,200,1100,2300,37700,5.75,37.00,0.3537,0.3789,0.3700
5,10,200,0,1100,2500,37500,6.25,39.00,0.3681,0.4179,0.3900
5,11,200,0,1100,2700,37300,6.75,37.00,0.3454,0.3687,0.3700
5,12,0,200,1300,2900,37100,7.25,35.00,0.3382,0.3797,0.3500
5,13,0,0,1300,3100,36900,7.75,35.00,0.3384,0.3601,0.3500
5,14,0,0,1300,3300,36700,8.25,41.00,0.3845,0.3978,0.4100
5,15,200,0,1300,3500,36500,8.75,41.00,0.3803,0.3758,0.4100
5,16,0,200,1500,3700,36300,9.25,43.00,0.4142,0.4424,0.4300
5,17,200,0,1500,3900,36100,9.75,40.00,0.3769,0.3858,0.4000
5,18,0,200,1700,4100,35900,10.25,40.00,0.3744,0.3928,0.4000
5,19,0,0,1700,4300,35700,10.75,39.00,0.3697,0.3992,0.3900
5,20,0,0,1700,4500,35500,11.25,38.00,0.3577,0.3675,0.3800
5,21,0,0,1700,4700,35300,11.75,37.00,0.3426,0.3467,0.3700
5,22,0,0,1700,4900,35100,12.25,37.00,0.3585,0.4004,0.3700
5,23,0,0,1700,5100,34900,12.75,39.00,0.3717,0.3731,0.3900
5,24,200,0,1700,5300,34700,13.25,39.00,0.3634,0.3852,0.3900
5,25,0,200,1900,5500,34500,13.75,42.00,0.3992,0.4325,0.4200
5,26,200,0,1900,5700,34300,14.25,42.00,0.4129,0.4776,0.4200
5,27,0,200,2100,5900,34100,14.75,41.00,0.3996,0.4713,0.4100
5,28,0,0,2100,6100,33900,15.25,40.00,0.3893,0.4112,0.4000
5,29,0,0,2100,6300,33700,15.75,40.00,0.3776,0.3930,0.4000
5,30,0,0,2100,6500,33500,16.25,39.00,0.3738,0.3937,0.3900
5,31,0,0,2100,6700,33300,16.75,44.00,0.4238,0.4350,0.4400
5,32,200,0,2100,6900,33100,17.25,44.00,0.4281,0.4650,0.4400
5,33,0,200,2300,7100,32900,17.75,42.00,0.4066,0.4461,0.4200
5,34,0,0,2300,7300,32700,18.25,44.00,0.4338,0.4698,0.4400
5,35,200,0,2300,7500,32500,18.75,46.00,0.4549,0.4746,0.4600
5,36,200,0,2300,7700,32300,19.25,41.00,0.3957,0.4398,0.4100
5,37,0,200,2500,7900,32100,19.75,43.00,0.4039,0.4407,0.4300
